event_type,day_of_week,time_slot,weather,marketing_effort,social_media_reach,venue_capacity,is_holiday,competing_event,past_avg_attendance,attendance
Sports,Monday,Morning,Sunny,Low,2790,2000,0,1,956.6,355
Technical,Wednesday,Morning,Cloudy,High,3511,1500,0,0,729.8,736
Seminar,Friday,Morning,Sunny,High,8142,200,0,0,81.2,170
Technical,Thursday,Afternoon,Cloudy,Medium,5151,2000,0,1,789.2,602
Sports,Wednesday,Morning,Cloudy,Medium,2380,300,0,0,160.2,223
Sports,Sunday,Afternoon,Cloudy,Medium,4791,2000,0,0,931.4,910
Seminar,Sunday,Evening,Cloudy,Low,4990,200,0,0,50.6,121
Sports,Wednesday,Afternoon,Sunny,Low,1757,150,0,0,36.0,117
Workshop,Friday,Afternoon,Cloudy,High,1153,150,0,0,62.5,125
Technical,Thursday,Morning,Rainy,Medium,4406,750,1,0,301.1,257
Seminar,Sunday,Evening,Cloudy,Medium,6445,100,0,0,31.0,100
Fest,Monday,Morning,Sunny,Medium,100,1000,0,0,751.2,1000
Cultural,Tuesday,Afternoon,Sunny,High,1955,1500,1,0,729.8,1065
Seminar,Thursday,Morning,Sunny,Medium,6698,300,0,0,93.3,152
Fest,Monday,Evening,Sunny,High,4132,500,1,0,353.5,500
Seminar,Wednesday,Afternoon,Rainy,High,2748,150,0,0,20.0,120
Fest,Thursday,Evening,Sunny,Medium,813,300,1,0,208.8,300
Fest,Monday,Afternoon,Rainy,Medium,1622,200,0,0,127.6,200
Fest,Tuesday,Evening,Rainy,Low,4848,2000,0,0,1520.0,1042
Technical,Wednesday,Evening,Sunny,Low,6448,1500,0,0,561.7,437
Cultural,Wednesday,Evening,Rainy,High,562,150,0,0,62.0,136
Workshop,Wednesday,Evening,Sunny,Medium,3968,150,0,0,42.0,110
Sports,Thursday,Morning,Sunny,High,100,750,1,0,352.2,436
Seminar,Sunday,Morning,Rainy,Low,1749,2000,0,0,484.8,211
Sports,Wednesday,Evening,Sunny,Low,1988,2000,0,0,971.6,983
Fest,Thursday,Evening,Rainy,Low,5357,100,0,0,23.1,100
Workshop,Sunday,Afternoon,Sunny,Low,7416,750,0,0,256.5,206
Sports,Sunday,Afternoon,Cloudy,Low,6101,200,0,1,142.8,159
Workshop,Friday,Evening,Sunny,Medium,4788,500,0,0,146.7,195
Technical,Tuesday,Morning,Cloudy,Low,100,200,0,0,171.9,125
Seminar,Wednesday,Morning,Cloudy,High,4637,2000,0,0,465.4,309
Sports,Thursday,Evening,Rainy,Low,4310,150,0,0,78.8,150
Workshop,Thursday,Morning,Sunny,Medium,3129,150,0,0,114.0,150
Cultural,Saturday,Evening,Sunny,Medium,4932,1000,0,1,464.4,720
Fest,Tuesday,Morning,Sunny,High,2424,1000,0,0,842.4,1000
Fest,Wednesday,Afternoon,Sunny,High,3028,1000,1,0,719.4,1000
Sports,Monday,Evening,Sunny,Low,3563,2000,0,0,954.5,681
Technical,Saturday,Evening,Cloudy,Low,2058,500,1,0,87.9,185
Technical,Thursday,Afternoon,Sunny,Low,5296,100,0,0,110.0,100
Cultural,Friday,Morning,Sunny,Low,7074,2000,0,1,1188.2,667
Fest,Tuesday,Afternoon,Rainy,Medium,2700,750,1,0,532.5,595
Workshop,Wednesday,Afternoon,Rainy,Medium,4129,1500,1,1,407.7,217
Workshop,Tuesday,Afternoon,Cloudy,Medium,319,750,0,0,166.4,147
Cultural,Sunday,Morning,Cloudy,High,928,300,0,0,143.1,285
Technical,Thursday,Afternoon,Cloudy,Medium,2624,300,0,1,138.4,134
Cultural,Friday,Afternoon,Sunny,Low,4162,100,0,0,110.0,100
Technical,Wednesday,Evening,Cloudy,Low,3491,1500,1,0,750.3,679
Sports,Tuesday,Morning,Sunny,Medium,7127,1000,0,1,567.0,456
Cultural,Wednesday,Evening,Cloudy,High,5068,100,0,0,20.0,100
Technical,Friday,Morning,Sunny,Medium,2577,750,0,0,287.6,302
Seminar,Friday,Evening,Cloudy,Low,3163,100,0,0,58.4,100
Workshop,Sunday,Morning,Rainy,Medium,2534,300,0,0,52.6,104
Technical,Tuesday,Evening,Cloudy,High,4060,750,0,0,201.5,269
Fest,Friday,Afternoon,Cloudy,Low,2754,100,0,0,56.8,100
Seminar,Wednesday,Morning,Cloudy,Low,962,200,1,0,152.2,129
Seminar,Saturday,Evening,Sunny,High,3917,200,0,0,123.3,187
Workshop,Saturday,Afternoon,Sunny,Low,1476,2000,0,0,576.9,380
Technical,Sunday,Evening,Sunny,Medium,4302,500,1,0,247.2,442
Sports,Friday,Afternoon,Sunny,High,7343,1000,0,0,301.8,685
Sports,Wednesday,Evening,Cloudy,Medium,4450,150,0,1,29.1,101
Cultural,Thursday,Evening,Sunny,Low,2938,1500,0,1,740.8,650
Fest,Saturday,Afternoon,Sunny,Low,5724,150,0,0,86.7,150
Seminar,Monday,Afternoon,Cloudy,Medium,4540,1000,0,0,220.7,190
Sports,Wednesday,Morning,Sunny,Low,4502,2000,1,1,1037.5,648
Workshop,Saturday,Morning,Cloudy,Medium,3420,750,0,0,162.6,155
Cultural,Tuesday,Evening,Sunny,Medium,8214,1500,0,0,783.7,1032
Technical,Saturday,Evening,Sunny,High,4693,2000,0,1,847.7,1266
Sports,Thursday,Afternoon,Sunny,Low,4595,500,0,1,302.9,322
Seminar,Thursday,Afternoon,Sunny,Low,3508,1000,0,1,219.5,150
Cultural,Thursday,Evening,Cloudy,Medium,5030,2000,0,0,1050.5,1249
Fest,Wednesday,Afternoon,Sunny,Low,100,500,0,0,381.8,500
Fest,Wednesday,Morning,Sunny,Medium,5916,100,0,1,92.9,100
Technical,Sunday,Evening,Sunny,High,1897,1500,0,0,675.5,1264
Technical,Saturday,Evening,Cloudy,High,5729,500,0,0,169.3,358
Workshop,Thursday,Morning,Rainy,Medium,6130,750,1,0,283.3,206
Workshop,Friday,Evening,Cloudy,Low,3330,500,0,1,113.2,136
Cultural,Thursday,Morning,Sunny,Low,100,200,0,1,68.3,86
Seminar,Monday,Morning,Sunny,High,2094,100,0,0,82.3,100
Seminar,Thursday,Morning,Rainy,High,1448,300,0,1,41.3,74
Cultural,Monday,Evening,Cloudy,Medium,4117,1500,1,0,738.4,744
Seminar,Monday,Afternoon,Sunny,Low,5578,300,0,1,99.3,87
Workshop,Sunday,Afternoon,Cloudy,Low,5463,100,0,0,20.0,100
Workshop,Wednesday,Evening,Cloudy,Low,5123,2000,0,0,569.9,283
Technical,Saturday,Afternoon,Sunny,Low,2713,200,1,0,156.3,200
Technical,Thursday,Afternoon,Sunny,Medium,3105,300,0,1,37.1,104
Sports,Wednesday,Evening,Cloudy,Medium,6700,500,0,0,336.6,431
Fest,Tuesday,Morning,Sunny,Medium,1068,2000,0,0,1547.5,2000
Sports,Saturday,Afternoon,Rainy,High,100,500,0,1,251.6,282
Cultural,Thursday,Afternoon,Cloudy,Medium,1166,1000,0,1,401.4,417
Sports,Wednesday,Evening,Rainy,Medium,3570,1500,0,0,728.3,491
Cultural,Friday,Evening,Cloudy,Medium,2748,500,0,0,196.7,348
Workshop,Sunday,Afternoon,Sunny,High,100,200,1,0,83.9,126
Cultural,Saturday,Evening,Rainy,Low,2476,300,0,0,168.0,213
Sports,Friday,Evening,Sunny,High,4081,100,0,0,20.0,100
Seminar,Sunday,Afternoon,Sunny,Low,8382,100,1,0,48.7,100
Workshop,Monday,Afternoon,Cloudy,High,1512,100,0,0,28.8,100
Fest,Wednesday,Morning,Cloudy,Low,4838,500,0,0,415.6,470
Workshop,Monday,Morning,Cloudy,Medium,2967,200,0,0,20.0,93
Seminar,Wednesday,Afternoon,Sunny,Medium,3179,1500,0,0,228.9,164
Sports,Sunday,Afternoon,Sunny,Low,2325,200,0,0,87.9,196
Technical,Sunday,Evening,Cloudy,Low,4667,750,0,0,348.0,435
Fest,Sunday,Evening,Sunny,High,2124,2000,0,0,1566.1,2000
Seminar,Sunday,Evening,Sunny,Low,1504,1000,0,0,301.2,213
Fest,Thursday,Afternoon,Sunny,Medium,5928,1500,0,0,1157.5,1500
Cultural,Friday,Morning,Sunny,Medium,100,300,0,1,169.5,155
Cultural,Saturday,Afternoon,Cloudy,Low,3306,500,0,0,336.9,500
Sports,Saturday,Afternoon,Cloudy,Low,100,300,0,0,207.5,240
Sports,Friday,Morning,Sunny,Low,4905,200,0,0,136.5,200
Seminar,Friday,Afternoon,Cloudy,Medium,3112,150,0,0,35.2,115
Fest,Monday,Morning,Sunny,Medium,781,1000,0,1,782.4,743
Seminar,Wednesday,Evening,Cloudy,Medium,4770,1000,0,1,195.3,164
Sports,Thursday,Morning,Cloudy,Medium,4549,150,0,1,20.0,78
Seminar,Saturday,Morning,Rainy,High,5490,100,0,0,20.0,100
Workshop,Saturday,Afternoon,Sunny,High,5745,1000,0,0,154.2,277
Cultural,Friday,Afternoon,Cloudy,High,5655,200,0,0,115.5,200
Fest,Saturday,Afternoon,Sunny,High,1249,100,0,1,110.0,100
Technical,Sunday,Evening,Cloudy,High,5720,750,0,0,336.5,685
Fest,Sunday,Afternoon,Cloudy,Medium,2374,1500,0,0,1241.4,1500
Workshop,Thursday,Morning,Rainy,High,1792,1500,0,1,370.5,157
Fest,Friday,Evening,Sunny,Medium,4377,500,1,0,301.6,500
Cultural,Sunday,Afternoon,Sunny,Medium,4271,2000,0,1,1107.9,1091
Fest,Wednesday,Evening,Sunny,Medium,3773,100,0,0,108.6,100
Workshop,Saturday,Morning,Cloudy,Medium,6081,2000,0,0,633.8,430
Workshop,Tuesday,Morning,Cloudy,Low,6461,200,0,0,20.0,113
Seminar,Friday,Morning,Rainy,Low,5163,500,0,0,139.4,118
Seminar,Sunday,Morning,Sunny,Medium,2843,2000,0,1,458.9,233
Fest,Monday,Afternoon,Sunny,Medium,2975,200,0,0,167.0,200
Fest,Saturday,Evening,Sunny,Low,5668,300,0,0,222.2,300
Seminar,Tuesday,Afternoon,Cloudy,Medium,2628,100,1,0,20.0,100
Cultural,Friday,Afternoon,Sunny,High,3410,1500,0,0,820.5,1500
Technical,Friday,Afternoon,Rainy,Medium,4756,1000,0,0,431.9,368
Fest,Tuesday,Afternoon,Sunny,Low,4621,2000,1,0,1491.3,1846
Sports,Sunday,Afternoon,Cloudy,High,2292,100,0,0,20.0,100
Seminar,Monday,Morning,Rainy,High,5823,200,0,0,43.7,106
Seminar,Monday,Morning,Sunny,High,3759,300,0,0,160.7,158
Technical,Friday,Morning,Sunny,Medium,1305,1000,0,1,486.2,491
Workshop,Wednesday,Evening,Rainy,High,791,150,1,1,20.0,80
Sports,Tuesday,Evening,Rainy,Low,4634,500,0,0,269.3,195
Sports,Tuesday,Evening,Sunny,Medium,3610,150,0,0,114.0,150
Fest,Monday,Morning,Sunny,Medium,1333,100,0,0,106.7,100
Workshop,Wednesday,Morning,Rainy,Medium,4179,100,0,1,20.0,75
Sports,Friday,Afternoon,Rainy,Low,2169,100,0,0,20.0,100
Fest,Wednesday,Morning,Sunny,Low,2709,200,0,0,130.2,200
Workshop,Tuesday,Morning,Cloudy,Low,6038,300,0,0,141.8,140
Workshop,Saturday,Afternoon,Rainy,Low,4373,150,0,0,53.6,137
Sports,Wednesday,Evening,Sunny,Medium,4018,200,0,1,127.1,200
Workshop,Monday,Morning,Sunny,High,10611,200,0,0,69.8,136
Sports,Tuesday,Evening,Sunny,Medium,4943,500,0,0,240.4,385
Workshop,Friday,Afternoon,Rainy,Medium,2248,500,0,0,78.8,117
Fest,Wednesday,Afternoon,Sunny,Low,1382,2000,0,0,1528.7,2000
Cultural,Sunday,Morning,Sunny,Low,3313,500,0,0,289.0,305
Fest,Friday,Morning,Rainy,Medium,4952,100,0,0,110.0,100
Fest,Monday,Afternoon,Cloudy,Medium,2772,300,0,0,305.4,300
Seminar,Sunday,Afternoon,Rainy,High,8045,750,0,0,119.8,143
Seminar,Saturday,Afternoon,Sunny,High,911,1000,0,0,175.9,256
Seminar,Wednesday,Evening,Sunny,Medium,100,300,0,1,20.0,62
Sports,Saturday,Morning,Rainy,High,5619,150,0,1,37.9,131
Technical,Friday,Morning,Cloudy,Low,2561,750,0,0,347.0,360
Technical,Monday,Evening,Sunny,High,2792,300,0,0,173.5,248
Technical,Tuesday,Morning,Cloudy,High,4168,750,1,0,395.7,444
Fest,Friday,Evening,Cloudy,High,4262,500,0,0,469.4,500
Sports,Wednesday,Afternoon,Rainy,Low,3131,100,0,1,95.3,100
Workshop,Sunday,Evening,Cloudy,Medium,5064,500,0,0,82.8,159
Sports,Tuesday,Evening,Sunny,Medium,3004,100,0,0,30.4,100
Workshop,Friday,Evening,Sunny,Low,4763,2000,0,1,531.4,342
Seminar,Sunday,Afternoon,Cloudy,Medium,3084,2000,0,0,436.2,349
Cultural,Friday,Afternoon,Rainy,Medium,1455,2000,0,0,1036.6,926
Cultural,Sunday,Afternoon,Sunny,High,4575,2000,0,0,1123.5,2000
Fest,Saturday,Evening,Sunny,Low,2417,2000,1,0,1604.1,2000
Workshop,Thursday,Afternoon,Cloudy,High,7458,200,0,0,25.2,136
Seminar,Saturday,Morning,Sunny,High,2382,500,0,0,93.8,179
Sports,Saturday,Evening,Sunny,Low,4422,300,0,0,106.3,225
Seminar,Friday,Afternoon,Cloudy,Medium,100,100,1,0,20.0,83
Fest,Thursday,Morning,Sunny,Medium,3743,1000,0,0,735.6,1000
Sports,Friday,Evening,Sunny,High,7065,300,0,0,127.7,300
Sports,Saturday,Morning,Sunny,Medium,328,150,1,1,132.2,150
Technical,Wednesday,Evening,Cloudy,High,2141,1000,0,0,368.7,517
Fest,Tuesday,Afternoon,Cloudy,Low,2499,100,1,0,110.0,100
Seminar,Monday,Afternoon,Sunny,Medium,5867,150,0,0,52.3,96
Workshop,Tuesday,Morning,Sunny,High,4774,100,0,0,20.0,100
Fest,Tuesday,Afternoon,Sunny,Low,2050,200,0,0,101.3,190
Fest,Thursday,Afternoon,Cloudy,Medium,4477,150,0,0,26.9,131
Fest,Saturday,Afternoon,Sunny,Low,6457,2000,0,0,1556.2,2000
Workshop,Wednesday,Afternoon,Sunny,High,2579,1500,0,0,350.2,385
Cultural,Monday,Evening,Sunny,Low,6393,200,0,0,70.3,178
Sports,Thursday,Morning,Rainy,High,4009,150,0,0,20.0,106
Sports,Saturday,Morning,Cloudy,High,3970,200,0,0,20.0,145
Sports,Monday,Morning,Cloudy,Low,1339,1000,0,1,589.1,277
Cultural,Sunday,Afternoon,Rainy,High,3993,200,0,0,188.0,200
Seminar,Wednesday,Evening,Sunny,Medium,1561,750,0,0,44.6,111
Seminar,Monday,Morning,Rainy,Low,100,200,0,0,20.6,46
Cultural,Saturday,Morning,Sunny,High,1138,300,0,0,199.3,300
Seminar,Thursday,Evening,Rainy,Medium,3499,100,0,0,89.8,100
Cultural,Friday,Afternoon,Sunny,Low,7200,300,0,0,141.6,262
Cultural,Tuesday,Morning,Sunny,Low,7696,1500,0,0,916.5,721
Fest,Friday,Afternoon,Sunny,Medium,2519,500,0,0,362.8,500
Workshop,Thursday,Evening,Cloudy,Low,5811,750,1,1,289.2,174
Cultural,Thursday,Evening,Sunny,Low,5992,100,0,0,108.0,100
Cultural,Wednesday,Evening,Cloudy,Low,2071,500,0,0,345.7,375
Fest,Sunday,Morning,Sunny,Low,6376,500,0,0,391.6,500
Workshop,Monday,Morning,Sunny,Medium,3676,100,0,0,20.0,100
Workshop,Monday,Morning,Sunny,Low,3292,100,0,0,50.6,100
Workshop,Monday,Afternoon,Sunny,Low,3120,300,0,0,86.4,131
Technical,Wednesday,Afternoon,Sunny,Medium,4428,500,0,0,300.6,350
Cultural,Tuesday,Morning,Cloudy,Medium,5177,1500,0,1,767.3,509
Sports,Sunday,Afternoon,Sunny,High,5883,100,0,0,110.0,100
Fest,Sunday,Evening,Sunny,Low,1629,1500,0,0,1135.9,1500
Cultural,Saturday,Evening,Sunny,Medium,4884,1500,0,0,782.8,1500
Technical,Wednesday,Afternoon,Sunny,Medium,3178,1000,0,0,391.7,493
Fest,Friday,Evening,Cloudy,High,100,300,0,0,194.5,300
Cultural,Wednesday,Afternoon,Cloudy,Low,4441,2000,0,0,1078.2,671
Cultural,Monday,Afternoon,Rainy,High,2017,300,0,0,203.5,250
Fest,Wednesday,Afternoon,Sunny,High,3203,750,1,0,611.2,750
Technical,Friday,Morning,Sunny,Low,3569,150,1,1,50.6,109
Workshop,Sunday,Evening,Sunny,Medium,4556,1000,0,0,333.0,349
Workshop,Saturday,Afternoon,Sunny,Medium,1800,200,0,0,27.5,100
Cultural,Tuesday,Morning,Cloudy,High,6553,200,0,0,220.0,200
Seminar,Tuesday,Evening,Sunny,Medium,2791,150,0,1,20.0,81
Sports,Tuesday,Morning,Sunny,Medium,5841,200,0,1,20.0,96
Fest,Sunday,Afternoon,Sunny,Medium,5619,100,0,1,20.0,100
Workshop,Tuesday,Morning,Rainy,High,6010,200,0,1,96.2,114
Sports,Tuesday,Evening,Cloudy,Medium,3826,1500,0,0,667.6,668
Workshop,Sunday,Afternoon,Sunny,Medium,810,1000,0,0,296.5,280
Technical,Tuesday,Evening,Rainy,Low,4063,1500,0,1,603.5,351
Fest,Friday,Evening,Sunny,Medium,3150,2000,1,0,1631.6,2000
Seminar,Saturday,Afternoon,Sunny,Medium,8337,2000,0,0,543.2,499
Seminar,Friday,Afternoon,Rainy,Medium,4518,200,0,1,114.2,104
Sports,Sunday,Evening,Sunny,High,2192,2000,0,0,922.6,1984
Fest,Saturday,Morning,Sunny,High,827,100,0,0,110.0,100
Technical,Monday,Morning,Sunny,Medium,2376,1500,1,0,578.2,507
Workshop,Sunday,Morning,Cloudy,Medium,100,100,0,0,54.7,88
Fest,Wednesday,Morning,Cloudy,Low,1136,100,0,0,89.6,100
Fest,Monday,Evening,Sunny,Low,2383,1000,0,0,772.1,1000
Cultural,Friday,Afternoon,Rainy,High,7355,300,0,1,234.1,300
Workshop,Friday,Afternoon,Sunny,Medium,9651,300,0,0,34.6,120
Sports,Thursday,Morning,Cloudy,Medium,3122,750,1,0,247.5,270
Fest,Monday,Afternoon,Sunny,Low,5665,750,0,0,567.6,505
Cultural,Wednesday,Evening,Sunny,Low,936,750,0,0,400.4,444
Cultural,Friday,Morning,Sunny,High,3853,500,0,0,296.0,500
Sports,Thursday,Evening,Sunny,Low,338,2000,0,0,939.9,1017
Workshop,Sunday,Morning,Sunny,Low,3543,150,0,0,156.0,144
Seminar,Friday,Morning,Rainy,Medium,1525,150,0,1,20.0,69
Workshop,Friday,Morning,Cloudy,Medium,4218,200,0,0,135.1,160
Workshop,Tuesday,Morning,Sunny,Medium,5055,200,0,1,81.4,103
Seminar,Monday,Afternoon,Cloudy,Low,1177,500,1,0,156.3,127
Seminar,Sunday,Morning,Cloudy,High,1761,300,0,0,20.0,91
Fest,Saturday,Evening,Sunny,High,2326,500,0,0,387.3,500
Cultural,Tuesday,Evening,Sunny,Medium,4378,2000,0,0,1046.7,1295
Fest,Saturday,Afternoon,Sunny,Medium,4337,750,1,0,580.4,750
Cultural,Wednesday,Evening,Rainy,Medium,1607,150,0,1,88.5,123
Sports,Tuesday,Morning,Cloudy,Low,2226,750,0,1,402.9,216
Workshop,Friday,Afternoon,Cloudy,Medium,5345,1500,0,0,369.0,284
Cultural,Saturday,Morning,Sunny,Medium,2482,100,1,0,20.0,100
Workshop,Wednesday,Afternoon,Cloudy,Medium,2651,200,0,0,20.2,109
Fest,Saturday,Evening,Rainy,High,2308,100,0,0,20.0,100
Technical,Saturday,Morning,Sunny,Low,3932,200,0,0,118.4,199
Technical,Wednesday,Afternoon,Sunny,High,2635,500,0,0,163.9,317
Seminar,Thursday,Afternoon,Cloudy,Medium,3474,1500,0,0,247.6,236
Technical,Tuesday,Evening,Sunny,Low,3872,750,1,0,383.5,350
Seminar,Tuesday,Afternoon,Sunny,Medium,2272,750,0,0,69.6,133
Technical,Saturday,Afternoon,Sunny,Medium,2634,1000,1,0,556.1,839
Sports,Thursday,Evening,Cloudy,High,100,750,1,0,311.1,605
Fest,Monday,Evening,Rainy,Medium,4770,1000,0,0,753.4,780
Fest,Monday,Morning,Sunny,Medium,2611,500,1,1,362.9,377
Technical,Sunday,Evening,Sunny,Medium,1427,1500,0,1,676.4,706
Workshop,Monday,Evening,Cloudy,Low,100,1000,0,0,285.3,170
Cultural,Tuesday,Afternoon,Sunny,High,1477,500,0,0,340.2,500
Fest,Monday,Evening,Sunny,Medium,1785,2000,0,0,1660.5,2000
Technical,Tuesday,Morning,Sunny,Medium,1063,1000,0,1,355.1,252
Fest,Thursday,Evening,Rainy,Low,3886,500,0,1,291.5,260
Fest,Thursday,Morning,Sunny,Low,5954,2000,0,0,1571.2,1555
Cultural,Wednesday,Evening,Rainy,High,1678,750,0,0,306.6,513
Sports,Wednesday,Evening,Sunny,Medium,3600,150,0,0,50.6,150
Workshop,Monday,Evening,Sunny,High,3511,150,0,0,20.0,105
Fest,Wednesday,Afternoon,Rainy,Low,5176,100,0,0,62.1,100
Seminar,Saturday,Evening,Cloudy,Low,3332,750,0,0,164.4,221
Seminar,Wednesday,Afternoon,Sunny,Medium,3689,150,0,1,20.0,75
Cultural,Wednesday,Morning,Rainy,Low,1151,1000,0,1,526.8,221
Sports,Thursday,Morning,Rainy,High,2573,150,0,0,20.0,118
Fest,Saturday,Afternoon,Cloudy,Medium,4401,500,0,0,415.4,500
Fest,Wednesday,Evening,Cloudy,Low,2517,100,0,0,20.0,100
Workshop,Wednesday,Morning,Rainy,Medium,1238,150,0,0,40.8,106
Workshop,Thursday,Evening,Sunny,Medium,3207,100,0,0,87.9,100
Technical,Wednesday,Morning,Sunny,Low,4090,1500,0,1,565.4,322
Fest,Monday,Morning,Rainy,Low,820,750,0,0,548.3,352
Seminar,Friday,Evening,Cloudy,Medium,2603,300,0,0,173.7,222
Cultural,Wednesday,Morning,Sunny,Medium,4039,1000,0,1,542.2,494
Technical,Tuesday,Morning,Rainy,Low,1255,1500,0,0,559.7,250
Workshop,Sunday,Morning,Sunny,Medium,321,1000,0,1,352.6,175
Seminar,Friday,Afternoon,Cloudy,Low,3347,1500,0,0,341.2,200
Fest,Tuesday,Afternoon,Cloudy,Medium,3476,100,0,0,20.0,100
Workshop,Sunday,Morning,Cloudy,Medium,5195,150,0,0,20.0,132
Workshop,Wednesday,Afternoon,Sunny,Medium,2299,300,1,0,118.1,173
Technical,Saturday,Afternoon,Cloudy,Low,4459,500,1,0,93.5,172
Sports,Monday,Morning,Sunny,Medium,5947,750,0,0,314.1,305
Workshop,Saturday,Evening,Cloudy,Medium,2488,2000,0,1,588.3,542
Sports,Sunday,Morning,Cloudy,Medium,2980,150,0,1,20.0,91
Technical,Wednesday,Morning,Rainy,Medium,7820,500,0,1,296.9,192
Technical,Sunday,Evening,Rainy,Medium,3299,300,0,0,99.3,156
Cultural,Tuesday,Afternoon,Rainy,Medium,3725,2000,1,0,993.9,767
Seminar,Monday,Afternoon,Sunny,High,3210,750,0,0,193.1,153
Cultural,Tuesday,Evening,Cloudy,Low,4362,500,0,0,219.3,277
Workshop,Friday,Evening,Sunny,Medium,4182,750,0,0,356.6,417
Fest,Tuesday,Morning,Sunny,Medium,2356,200,0,0,130.5,200
Technical,Wednesday,Evening,Cloudy,High,100,300,0,0,124.5,195
Workshop,Monday,Evening,Sunny,Medium,945,150,0,0,20.0,113
Cultural,Saturday,Afternoon,Sunny,Low,4592,300,0,0,137.1,231
Sports,Friday,Evening,Sunny,Medium,2414,300,0,0,66.3,205
Cultural,Wednesday,Morning,Rainy,High,938,200,0,0,61.9,143
Cultural,Tuesday,Morning,Sunny,Medium,2842,150,0,0,55.9,123
Fest,Wednesday,Evening,Sunny,High,5808,1500,0,1,1100.5,1500
Cultural,Saturday,Evening,Sunny,Low,4593,2000,0,1,1112.1,1232
Workshop,Monday,Morning,Cloudy,High,1386,200,0,0,106.9,141
Sports,Sunday,Afternoon,Cloudy,High,1404,200,1,0,124.4,200
Technical,Sunday,Evening,Rainy,High,3716,300,0,1,122.4,180
Technical,Thursday,Evening,Sunny,Medium,2724,100,0,0,36.7,100
Technical,Sunday,Evening,Sunny,Medium,2986,750,0,0,291.9,425
Seminar,Monday,Afternoon,Sunny,Medium,4531,500,0,0,134.8,140
Cultural,Sunday,Afternoon,Sunny,Medium,2096,1000,0,0,468.4,783
Seminar,Sunday,Afternoon,Sunny,Low,1561,1000,0,0,249.8,186
Sports,Tuesday,Afternoon,Sunny,High,361,150,0,1,33.0,100
Fest,Thursday,Morning,Rainy,Medium,535,1000,0,1,753.5,446
Sports,Thursday,Afternoon,Cloudy,Medium,4738,300,0,0,120.0,198
Sports,Wednesday,Evening,Sunny,High,4088,100,0,0,108.4,100
Workshop,Monday,Morning,Sunny,Medium,2897,200,1,0,60.7,138
Fest,Saturday,Morning,Cloudy,Low,4034,200,1,1,97.6,149
Cultural,Sunday,Afternoon,Cloudy,High,2771,750,0,1,534.0,652
Cultural,Wednesday,Evening,Sunny,High,6138,150,0,0,33.5,142
Workshop,Wednesday,Afternoon,Sunny,Medium,3357,100,0,1,20.0,88
Cultural,Saturday,Afternoon,Cloudy,Medium,3688,750,0,0,349.9,567
Workshop,Friday,Evening,Cloudy,Medium,3927,1500,1,0,317.7,381
Workshop,Friday,Morning,Sunny,Medium,4524,500,0,0,228.1,194
Fest,Tuesday,Afternoon,Sunny,Medium,1476,1500,0,0,1142.8,1500
Seminar,Tuesday,Afternoon,Sunny,Low,379,150,0,0,20.0,84
Cultural,Friday,Evening,Sunny,Medium,5486,100,0,0,83.1,100
Fest,Tuesday,Evening,Sunny,Medium,100,2000,0,0,1584.0,2000
Sports,Friday,Morning,Sunny,Medium,6975,750,1,1,382.0,428
Technical,Monday,Evening,Rainy,Low,3243,200,0,0,20.0,96
Workshop,Sunday,Evening,Sunny,Medium,1546,1000,0,0,284.6,327
Sports,Sunday,Afternoon,Sunny,Low,424,300,1,0,112.1,185
Workshop,Saturday,Evening,Cloudy,Medium,4541,1500,0,0,388.1,399
Fest,Monday,Afternoon,Sunny,Low,5274,150,0,0,57.3,143
Technical,Thursday,Evening,Sunny,High,100,1500,1,1,685.1,897
Seminar,Wednesday,Morning,Cloudy,High,6205,500,0,0,53.0,132
Technical,Saturday,Afternoon,Sunny,High,1998,300,0,0,158.4,300
Sports,Tuesday,Afternoon,Sunny,Medium,2992,300,0,0,213.6,277
Seminar,Saturday,Morning,Sunny,Low,4127,200,1,0,20.1,115
Workshop,Sunday,Evening,Sunny,Low,2793,750,0,1,243.8,183
Cultural,Saturday,Afternoon,Cloudy,Medium,6769,300,0,0,145.0,300
Technical,Tuesday,Afternoon,Sunny,Medium,813,100,0,0,34.7,100
Workshop,Tuesday,Evening,Rainy,Medium,5171,1000,0,0,228.2,165
Cultural,Monday,Afternoon,Sunny,High,3798,500,0,1,246.4,359
Cultural,Thursday,Afternoon,Sunny,Low,4021,100,0,0,20.0,100
Seminar,Tuesday,Morning,Rainy,Medium,1676,150,0,0,135.8,127
Seminar,Friday,Afternoon,Sunny,Medium,5185,1000,0,0,242.6,232
Sports,Monday,Afternoon,Cloudy,Medium,2148,1000,0,0,461.9,448
Technical,Friday,Afternoon,Sunny,Medium,1264,150,0,0,75.2,141
Technical,Friday,Evening,Sunny,Medium,2022,750,1,0,423.8,625
Workshop,Friday,Morning,Cloudy,Medium,304,100,0,0,110.0,100
Workshop,Wednesday,Afternoon,Cloudy,High,1190,500,0,1,114.6,132
Technical,Thursday,Afternoon,Sunny,Medium,4181,750,0,0,363.4,401
Sports,Sunday,Afternoon,Rainy,Medium,1565,300,0,0,176.0,229
Seminar,Monday,Afternoon,Cloudy,Low,1743,150,0,0,118.5,127
Technical,Thursday,Afternoon,Sunny,High,3661,150,0,0,143.0,150
Workshop,Sunday,Afternoon,Sunny,Low,5250,100,0,0,20.0,100
